species,gmm_prob_0_mean,gmm_prob_1_mean,gmm_prob_2_mean,gmm_prob_3_mean,gmm_prob_4_mean,gmm_prob_5_mean,gmm_prob_6_mean,gmm_prob_7_mean,n_sequences,n_recordings,family_clean,social_bond,communal,territory,sexual_selection,mass,Beak.Length_Culmen,Beak.Width,Beak.Depth,Hand-Wing.Index,learners
Ammospiza_caudacuta,5.284012891865005e-09,0.013378628598788663,0.02542001411750725,0.3461085239377582,0.06838992359397694,0.0053293758063479415,0.1554856360022201,0.3858878926593885,22,3,Passerellidae_(New_World_Sparrows),1.0,0.0,2.0,3.0,19.19,15.7,3.8,5.4,18.9,Oscines
Ammospiza_maritima,8.000338743676185e-08,0.00915994850214589,0.00749309897120075,1.3853919644272267e-06,0.3411677411299005,0.00011750093103300665,1.0448190363947608e-05,0.6420497968800041,32,5,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,1.0,22.16,16.3,4.2,6.3,14.8,Oscines
Ammospiza_nelsoni,4.781508515532435e-23,0.0005839359228993218,0.0015692929877644637,0.8577078371661212,3.821159525727003e-05,1.2521994576621928e-05,0.1358395537421873,0.004248646591193638,15,3,Passerellidae_(New_World_Sparrows),1.0,0.0,2.0,3.0,15.11,14.4,3.8,5.2,21.9,Oscines
Ampelioides_tschudii,0.8493677568889186,0.14887504449998418,1.2531531352040787e-09,5.5224885440521465e-11,0.00010616272690946587,0.001644616635880328,2.4542925233510877e-18,6.417939928903647e-06,9,3,Cotingidae_(Cotingas),3.0,0.0,2.0,0.0,78.4,22.6,7.1,6.2,23.9,Non-Oscines
Ampelion_rufaxilla,3.6245411623659806e-23,4.8197768039862493e-23,0.16665239530141562,0.16666540051113807,0.42365334002802313,5.8129714127483546e-05,7.989223283114525e-07,0.24296993552296828,6,3,Cotingidae_(Cotingas),3.0,0.0,1.0,0.0,73.9,19.4,4.9,5.4,28.5,Non-Oscines
Ampelornis_griseiceps,7.129815975632873e-16,7.776146262121628e-22,1.2587434688392056e-10,2.975199298524624e-26,0.999999999869173,9.344815659653701e-13,4.607911152327958e-22,4.0177202180381775e-12,23,4,Thamnophilidae_(Typical_Antbirds),3.0,0.0,3.0,0.0,15.0,18.0,3.9,3.6,9.3,Non-Oscines
Amphispiza_bilineata,0.0006275069615040874,0.0005303493121070595,0.38786748998692955,0.0016593911468970957,0.18123765804768316,0.1454722277358287,0.178642202325154,0.10396317448389646,167,22,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,0.0,13.5,11.7,4.6,5.9,17.7,Oscines
Amphispizopsis_quinquestriata,9.61581953404838e-13,1.1634022481950013e-08,0.0005518466759320567,0.1343945906181015,0.03847247281833014,0.3140953031919336,0.46255554286168604,0.04993023219903199,26,4,Passerellidae_(New_World_Sparrows),2.0,1.0,3.0,0.0,NA,NA,NA,NA,NA,Oscines
Amytornis_striatus,5.380136090296894e-16,9.223288983348351e-07,0.21351755778803674,0.019226025099381223,0.12006312729590413,0.12380711906829989,0.3489206028005858,0.17446464561889338,18,3,Maluridae_(Fairywrens),3.0,0.0,2.0,0.0,19.64,15.1,3.0,3.9,7.5,Oscines
Anabacerthia_amaurotis,1.0816709731937267e-07,0.01864874997650821,0.009873005735006239,0.33490831682370215,0.0006354707990548707,0.16939661820046506,0.4584457146105782,0.008092015687587025,6,3,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,2.0,0.0,19.2,18.5,4.1,4.9,15.5,Non-Oscines
Anabacerthia_lichtensteini,2.4413155271223892e-08,2.196448446172333e-07,5.432822328243379e-05,0.6461504595470442,1.5358655103570227e-08,1.2243978825151163e-08,0.3537781074025422,1.6833166496576755e-05,7,3,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,2.0,0.0,21.0,16.9,3.7,5.2,17.5,Non-Oscines
Anabacerthia_striaticollis,1.0404171759621412e-28,0.0004093994461683539,4.957500939764448e-05,0.9311840193017131,6.42622743733509e-06,7.501866575504303e-05,0.06578933057494633,0.002486230774583057,3,1,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,2.0,0.0,24.8,18.6,3.8,5.4,18.0,Non-Oscines
Anabacerthia_variegaticeps,3.054985405083931e-16,6.078723483504453e-05,1.5371409575439147e-07,0.9974400154453246,1.275188031882447e-09,4.499959001644845e-09,0.002498890419748047,1.474108491455581e-07,8,3,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,2.0,0.0,27.8,17.0,3.6,5.1,18.4,Non-Oscines
Anabazenops_dorsalis,4.712644570040149e-08,0.17533626089908816,0.00010880573326287513,0.5529078126461464,0.002418418441755691,0.0005611291519871691,0.2675829450691375,0.001084580932175818,5,3,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,35.4,23.4,5.0,7.5,13.9,Non-Oscines
Anabazenops_fuscus,1.616823817403249e-17,1.1857370386752073e-06,0.05271101268113739,0.056240220516177726,3.4739238812945344e-07,5.635799208664652e-06,0.8885313063170768,0.0025102915569729777,19,5,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,38.5,25.2,4.6,7.0,14.4,Non-Oscines
Anairetes_flavirostris,2.85420691522621e-11,1.0948912374840978e-09,0.002347585403864394,0.004419281016243204,0.6242720274155535,3.919950561462285e-05,0.2841291626362455,0.08479274289904418,14,3,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,2.0,0.0,6.0,10.7,3.0,3.1,12.9,Non-Oscines
Anairetes_nigrocristatus,3.101997521345542e-19,3.9199894777502747e-14,0.3333333410466964,0.33333332552094275,9.122237556618725e-11,9.174570555133127e-06,0.3333241587469263,2.3617787210339946e-11,3,2,Tyrannidae_(Tyrant_Flycatchers),3.0,0.0,3.0,0.0,9.2,12.8,2.9,2.5,11.0,Non-Oscines
Anairetes_parulus,0.015551235626122003,2.38962226196737e-05,0.0010028104778397721,0.01119332782407185,0.05862929010968339,0.03637667484096502,0.6532976203736122,0.22392514452508544,27,5,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,3.0,0.0,6.2,11.7,2.4,2.1,14.3,Non-Oscines
Andropadus_importunus,1.7635975977101786e-10,0.1289206087825081,0.01747268093938689,0.23594147926073591,0.00011886624979260612,0.03141052444760333,0.5809883091597803,0.005147530983833095,57,16,Pycnonotidae_(Bulbuls),3.0,0.0,2.0,0.0,27.4,18.9,4.2,5.5,11.9,Oscines
Anthipes_monileger,4.728282775449589e-05,0.21895082123754434,0.0004500966602645576,0.6876108275468051,2.535224619107476e-05,0.00011221946154162276,0.09220538618687044,0.0005980138330288813,26,7,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,2.0,0.0,11.0,11.7,4.0,3.1,17.7,Oscines
Anthipes_solitaris,0.09568265982575497,0.6373832029966721,0.0007825967702679551,0.2247081431041637,0.04104551892848679,0.00014163931588737823,0.00022929068937122725,2.6948369395792905e-05,64,16,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,2.0,0.0,13.1,13.8,4.7,3.6,18.2,Oscines
Anthochaera_carunculata,1.730213574919829e-06,0.05345195723466857,0.0001552927049981112,0.7032800647077225,0.0010822290802844543,0.0004017530580378973,0.17092356491344007,0.07070340808727361,17,6,Meliphagidae_(Honeyeaters),3.0,1.0,2.0,0.0,106.07,32.3,4.8,6.1,25.6,Oscines
Anthochaera_chrysoptera,0.0029154872712495823,0.0003041527032872041,2.771762628033883e-05,0.7644845930161871,0.0004926020283282008,0.052940728554181304,0.13927568903391266,0.03955902976657361,36,10,Meliphagidae_(Honeyeaters),3.0,1.0,3.0,0.0,67.8,29.1,4.3,5.9,19.8,Oscines
Anthochaera_paradoxa,1.188336549791956e-24,7.159979842981681e-19,0.00021992906903875957,0.5649971051068116,5.248742323608601e-06,1.0444774198747285e-05,0.4206162823080143,0.014150989999612307,4,2,Meliphagidae_(Honeyeaters),3.0,1.0,2.0,0.0,143.74,31.9,5.0,6.4,23.2,Oscines
Anthochaera_phrygia,0.08487015859154551,0.08134806023162744,0.0372463126612493,0.2466080954597294,0.004381579095498546,0.3401358171115656,0.19333444868505129,0.012075528163733244,62,10,Meliphagidae_(Honeyeaters),3.0,0.0,2.0,0.0,39.99,21.6,3.3,4.4,26.6,Oscines
Anthornis_melanura,0.29202131683249577,0.30871155964619856,0.000960437441355755,0.2228436291133758,0.002043289442825835,0.15314422919532927,0.0008182787000842746,0.019457259628335048,52,7,Meliphagidae_(Honeyeaters),3.0,1.0,3.0,0.0,26.91,20.1,3.0,3.9,19.1,Oscines
Anthoscopus_caroli,6.661774014330193e-15,0.03021988550309266,0.00011602678990075901,0.09689641194244034,2.574896939164285e-07,0.3990848530802224,0.2737706322618925,0.19991193293275064,5,4,Remizidae_(Penduline-Tits),3.0,0.0,2.0,0.0,6.9,9.2,2.9,3.2,15.5,Oscines
Anthoscopus_minutus,2.05687096339749e-20,0.017181470566876727,5.982765692577642e-11,2.6884292632120394e-20,1.6617176235958973e-07,0.8815670192510177,0.04902561353053047,0.05222573041998448,17,3,Remizidae_(Penduline-Tits),3.0,0.0,2.0,1.0,6.6,8.6,2.5,3.7,14.9,Oscines
Anthreptes_anchietae,2.322160489074527e-05,0.1477516730061343,7.6106257051717275e-06,0.5570370115289,2.9742821472865413e-07,0.00343228512705711,0.29173623388201275,1.1666797085131843e-05,18,3,Nectariniidae_(Sunbirds_and_Spiderhunters),3.0,0.0,2.0,0.0,8.0,16.6,3.0,2.9,15.4,Oscines
Anthreptes_malacensis,1.134142609879621e-14,0.03457118590784055,1.5204440287250135e-06,0.0002552256768709136,0.0010635032113154995,0.5952306427010127,0.3551219337674086,0.013755988291511667,24,4,Nectariniidae_(Sunbirds_and_Spiderhunters),3.0,0.0,2.0,0.0,11.33,20.3,3.7,3.3,18.3,Oscines
Anthreptes_reichenowi,1.223081047329235e-09,7.479057916191355e-07,0.13962609782523858,0.00016793470617051197,5.999473423161161e-06,0.002701205410440395,0.8574751658655108,2.2847590343983987e-05,7,2,Nectariniidae_(Sunbirds_and_Spiderhunters),3.0,0.0,2.0,0.0,7.32,16.4,3.2,3.0,11.1,Oscines
Anthus_bogotensis,5.421582178040909e-15,1.242251631217671e-07,5.163523450049894e-05,2.7363722985304358e-05,0.025004136659011644,0.2088539007115182,0.4138875340255248,0.3521753054212916,30,6,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,25.1,15.8,3.3,4.1,19.2,Oscines
Anthus_campestris,1.411236942628592e-07,0.0003426100278837723,0.004207390185734504,0.03226997144911612,0.1255867312687788,0.41101046558097387,0.06313759993997323,0.36344509042384554,97,15,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,23.0,16.1,3.5,3.9,28.5,Oscines
Anthus_cervinus,4.0542848477557837e-11,1.8170695179518085e-07,2.540799776308504e-06,0.4224124428142539,3.914435849324943e-08,0.07658743656078405,0.5009957425286091,1.6164047232099032e-06,7,3,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,20.9,14.1,3.0,3.0,27.5,Oscines
Anthus_cinnamomeus,1.5118516480598087e-36,4.969045185760167e-25,0.00010006129579781519,3.4638581329243405e-06,4.2116096802900746e-05,3.91022336338235e-06,0.523304521642798,0.476545926883105,41,7,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,32.17,16.5,4.0,4.2,24.6,Oscines
Anthus_correndera,2.489363135313933e-28,7.846224470589114e-13,1.643636099066861e-05,0.0032049648692784615,9.206763476491946e-05,0.00013768576821160302,0.8554188404523496,0.14113000491361957,28,6,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,20.9,14.8,3.4,3.9,21.5,Oscines
Anthus_crenatus,5.8972384757801395e-12,1.0432488398664844e-28,6.857069006225081e-43,8.598537337349012e-102,0.33333333332743664,0.6666666666666666,6.976551298935304e-50,8.970667306897988e-21,9,2,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,30.7,19.8,3.5,4.5,19.6,Oscines
Anthus_furcatus,1.0537564768866537e-34,4.845101187261289e-10,0.009890768465216918,0.10359022283840076,0.0004992392386168077,2.3647255517209346e-05,0.621733056256071,0.26426306546166733,14,2,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,20.06,13.5,3.6,4.0,27.9,Oscines
Anthus_godlewskii,7.793188418839637e-14,4.3646457585076927e-07,0.09241869494190313,0.003438990398344878,0.006096099697246673,0.003967733579637388,0.6218174566343313,0.2722605882838834,19,4,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,25.34,15.0,3.5,3.8,26.0,Oscines
Anthus_hellmayri,1.2054793859213087e-13,1.3237664533204668e-06,0.00021888301695621222,0.04361010417412436,0.09765508097867581,0.04098393752552142,0.6566027646611382,0.16092790587701067,31,6,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,18.61,14.6,3.5,3.8,18.5,Oscines
Anthus_hodgsoni,2.5141569804083013e-12,0.02484823326385261,0.04390242573847654,0.3130989258952871,0.014825251809797562,0.024248751036363928,0.5788845819363152,0.00019183031739265934,69,19,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,21.3,14.1,3.4,3.4,25.9,Oscines
Anthus_leucophrys,5.721076432078846e-13,0.00016981067189796644,7.910517098040266e-07,1.6911411162932234e-05,0.33397974788728335,0.0881253612929907,0.21150456067815054,0.36620281700623264,17,2,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,24.98,16.6,3.3,4.1,28.4,Oscines
Anthus_lineiventris,1.2490839578732898e-23,0.2510645362084004,1.3497665567400786e-11,1.117908383299333e-14,5.498607957276404e-12,0.38030977524940557,0.3686254169934797,2.715297059410171e-07,12,3,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,35.0,18.4,3.7,5.0,17.8,Oscines
Anthus_nicholsoni,2.8717926616767115e-17,6.621051588232618e-19,4.6846638098977246e-07,2.696740223635165e-20,0.017449478319483083,0.2965138657943545,0.06005029662343728,0.6259858907963446,35,3,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,25.3,20.1,3.7,4.2,19.3,Oscines
Anthus_petrosus,1.0284874364718524e-05,3.923686465389351e-08,7.205247980268293e-05,0.08154360085313392,0.2592974932470869,0.004406001593321828,0.6191954990061938,0.035475028709231145,27,9,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,1.0,22.4,16.8,3.2,3.6,26.5,Oscines
Anthus_pratensis,4.976142003368648e-09,0.0010451829692841841,2.169852494215316e-06,0.05404579109470516,0.053356053518097114,0.26691022682554716,0.5953048529131378,0.02933571785059272,37,14,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,1.0,18.4,14.2,3.1,3.1,24.3,Oscines
Anthus_richardi,3.8533715428412224e-23,2.4905412436036704e-10,1.573479244724905e-05,0.0010903788559636076,1.891126650613458e-06,1.6996341690657109e-06,0.821054073076875,0.17783622226483994,9,3,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,32.17,18.0,4.0,4.3,29.3,Oscines
Anthus_roseatus,0.015278866788693226,0.059617845520264764,6.188421160187328e-07,5.488710180890302e-09,8.060463914032859e-07,0.2610449980170934,0.6629886949003875,0.0010681643963427073,11,3,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,20.61,13.7,3.0,3.1,18.1,Oscines
Anthus_rufulus,7.750536484672353e-40,2.300748475399467e-24,8.783385462473532e-06,2.2844861118001406e-08,4.843036614854411e-06,5.758335969784043e-06,0.2634549363083301,0.7365256560887615,26,2,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,20.44,15.0,3.3,3.5,21.6,Oscines
Anthus_similis,2.754393946293812e-25,5.802688899203115e-26,1.5338787741728676e-14,1.0634566203502335e-43,5.353908769837652e-07,0.8735052018651238,1.5698145441664074e-05,0.12647856459854265,8,2,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,25.3,20.1,3.7,4.2,19.3,Oscines
Anthus_spinoletta,0.035597108677229754,3.744551543036267e-09,0.012670075458026927,0.21348783493355508,0.0004123756466131136,0.18097082704022,0.49799295827046963,0.05886881622933355,28,10,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,1.0,23.9,16.4,3.1,3.4,23.4,Oscines
Anthus_trivialis,0.0015128929113212303,0.0013494812396345364,0.0774463031244676,0.22122738447791704,0.015925024868704625,0.1454315245141229,0.42845187359082126,0.10865551527301091,63,16,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,1.0,23.33,15.7,3.3,3.8,29.3,Oscines
Anumbius_annumbi,3.9930923522716204e-10,1.2005800787402973e-11,0.6133242036860397,0.03501516752787555,0.18552873309504533,0.07491355183320923,0.08824448672380376,0.002973856722710852,31,6,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,41.5,19.6,3.8,4.7,20.5,Non-Oscines
Apalis_alticola,1.0088665500546574e-18,0.00016264818158964937,0.04282902955667259,0.38521902086460846,0.00027428030159871547,0.0005422378359383147,0.5490153441018318,0.021957439157760494,48,10,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,12.1,13.2,2.8,2.7,12.2,Oscines
Apalis_chapini,4.289002914780673e-11,3.3112703722270664e-07,0.9253965161806562,0.07241247282715178,1.916659770610585e-07,6.38558913946222e-07,0.002186488176770575,3.361420603024205e-06,14,5,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,8.8,12.8,2.4,2.6,9.7,Oscines
Apalis_flavida,1.482990263066125e-11,0.05184177082169834,0.007344874134645517,0.20301913788949127,0.1850300440316839,0.13692389674710853,0.3793361711123357,0.0365041052482067,60,9,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,8.19,13.6,2.8,2.6,9.1,Oscines
Apalis_jacksoni,1.5226584921124514e-05,0.6149323124075275,1.8614799871506355e-06,0.006447503384131027,0.0062778418172054935,0.001702998478323471,0.37057092811902914,5.132772887576872e-05,4,1,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,8.7,11.5,2.4,2.3,13.0,Oscines
Apalis_karamojae,2.910622799056239e-14,0.48506592543887483,7.371252749385127e-18,4.982030140869722e-26,8.480885118810047e-14,0.5148460025170513,8.807202079326793e-05,2.3167190493211516e-11,4,1,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,9.2,14.1,2.5,2.7,10.8,Oscines
Apalis_melanocephala,2.5902190427768697e-13,1.002869710999147e-05,0.2847169096489974,0.01805813675556815,1.1597539889410735e-07,0.06500814780744059,0.6320538569966292,0.00015280411859705385,7,2,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,8.8,14.2,2.9,3.0,10.9,Oscines
Apalis_porphyrolaema,6.004066140371827e-06,5.184817334459887e-07,0.0021534026304089043,4.553297592483461e-22,0.9978400600442984,1.4625675500106972e-08,2.8506597247480145e-20,1.5174358239233246e-10,11,2,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,8.39,12.4,2.6,2.6,9.8,Oscines
Apalis_ruddi,2.2932695473158333e-10,0.0010467074823958546,0.07724730377850587,0.41327558636852124,0.001025485865268258,4.191688290211587e-05,0.42138125731823817,0.08598174207484081,14,5,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,9.69,10.4,3.4,3.0,8.5,Oscines
Apalis_rufogularis,6.904749456027511e-11,0.04479676882702551,0.03662193671991563,0.16462278908903696,0.13943619383398084,0.09878818044234515,0.43957339472935436,0.07616073628929412,45,6,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,8.34,13.7,3.0,2.8,9.5,Oscines
Apalis_sharpii,5.837493578053212e-08,0.17377774781355815,0.00014667610956749108,0.5952945677408941,0.0001717870708100294,0.012295538357514521,0.21824267700927844,7.094752344117572e-05,13,3,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,8.69,13.1,2.6,3.1,8.9,Oscines
Apalis_thoracica,4.8204269792971566e-12,0.04187975578147321,0.2072631718698052,0.32961258433124585,0.024277750648136445,0.025160940703589617,0.3522582037230976,0.019547592937831443,85,17,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,11.08,14.9,2.6,2.5,11.0,Oscines
Aphelocephala_leucopsis,3.164341170877643e-09,0.022271025772641565,0.34059143308846146,0.09578339828690914,1.0630708323375375e-05,0.3178160436125196,0.1897424489432364,0.0337850164235669,24,5,Acanthizidae_(Thornbills_and_Allies),3.0,0.0,2.0,0.0,12.31,10.1,2.9,4.0,19.9,Oscines
Aphrastura_spinicauda,1.8084339186253067e-06,0.013781950194137381,0.8835879764405569,0.013578453186747844,0.06678485538052222,0.018090814787024612,0.0038194356378194504,0.0003547059392732894,62,14,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,1.0,11.5,13.7,2.6,3.0,20.5,Non-Oscines
Aprositornis_disjuncta,0.011775801240993991,0.08134899770490309,0.000774153970201505,0.548126651792064,0.08743479122266912,0.10738317787305099,0.039321044545340814,0.1238353816507759,19,3,Thamnophilidae_(Typical_Antbirds),3.0,0.0,3.0,0.0,15.0,18.6,4.0,4.1,9.2,Non-Oscines
Arachnothera_longirostra,5.428169919925726e-06,0.39911545157617184,2.746523305834942e-05,0.2740579592744979,4.3710912455692864e-07,0.09057498508174001,0.23619594763787882,2.2325917607941827e-05,20,3,Nectariniidae_(Sunbirds_and_Spiderhunters),3.0,0.0,2.0,0.0,12.46,41.8,4.0,3.8,14.1,Oscines
Argya_affinis,1.2839738421191645e-06,0.30744872698789677,6.493613159224851e-05,0.06066768944896004,4.2251996609925536e-07,0.5126143580712801,0.11919946639213601,3.1164743266077465e-06,24,5,Leiothrichidae_(Laughingthrushes_and_Allies),3.0,1.0,3.0,0.0,63.3,20.6,4.2,6.7,11.8,Oscines
Argya_earlei,1.0179375195481282e-16,0.01755759076227748,1.5234116178531134e-05,0.0006328431688041355,0.1773803752527368,0.6015516140115031,0.07826384484672574,0.12459849784177131,5,2,Leiothrichidae_(Laughingthrushes_and_Allies),3.0,1.0,3.0,0.0,47.0,21.6,4.1,5.8,10.8,Oscines
Argya_longirostris,0.020426590626513055,0.3149575257088096,1.3255591390368103e-11,0.33248665887799383,2.2302924293087405e-10,0.33212920970085497,2.010242543367458e-15,1.4849541497023685e-08,3,2,Leiothrichidae_(Laughingthrushes_and_Allies),3.0,1.0,3.0,0.0,NA,NA,NA,NA,NA,Oscines
Argya_striata,3.992722687958257e-07,2.5373816055189463e-05,5.004846309391093e-05,0.6623135384384913,2.4880582652413934e-07,1.7276321604932588e-05,0.3373919259326516,0.00020118895000612638,4,2,Leiothrichidae_(Laughingthrushes_and_Allies),3.0,1.0,3.0,0.0,65.99,24.3,4.8,7.5,9.5,Oscines
Arizelocichla_fusciceps,1.7492155176635716e-05,0.46933835661703116,0.031069529009758633,0.0514085300369288,0.0007858667853890322,0.11033727970748512,0.33672368854484735,0.0003192571433825102,11,3,Pycnonotidae_(Bulbuls),3.0,0.0,2.0,0.0,34.5,17.8,4.2,4.7,14.6,Oscines
Arremon_abeillei,5.817599179730834e-21,0.025640294756922925,0.02448912612703104,0.3309012000761713,0.02272740471960313,0.06793380783779067,0.5138301152786712,0.014478051203809272,44,9,Passerellidae_(New_World_Sparrows),3.0,0.0,3.0,0.0,25.9,16.8,5.7,8.2,10.6,Oscines
Arremon_assimilis,0.005207038381789417,0.1974908827665445,9.105441094717557e-05,0.23050622064948134,0.0002517568279019361,0.22831201962436198,0.32627788758879994,0.011863139750173581,115,11,Passerellidae_(New_World_Sparrows),3.0,0.0,2.0,0.0,39.0,18.6,6.3,7.3,8.8,Oscines
