Scientific name (BirdTree),Scientific name (Clements),wiki_species_1,wiki_species_2,wiki_species_3,wiki_species_4,wiki_species_5
Piranga rubra,Piranga rubra,Piranga rubra,Piranga rubra,,,
Piranga rubriceps,Piranga rubriceps,Piranga rubriceps,Piranga rubriceps,,,
Pitangus sulphuratus,Pitangus sulphuratus,Pitangus sulphuratus,Pitangus sulphuratus,,,
Pithecophaga jefferyi,Pithecophaga jefferyi,,,,,
Pithys albifrons,Pithys albifrons,,,,,
Pithys castaneus,Pithys castaneus,,,,,
Pitohui dichrous,Pitohui dichrous,,,,,
Pitta anerythra,Pitta anerythra,,,,,
Pitta angolensis,Pitta angolensis,Pitta angolensis,Pitta angolensis,,,
Pitta brachyura,Pitta brachyura,Pitta brachyura,Pitta brachyura,,,
Pitta iris,Pitta iris,,,,,
Pitta maxima,Pitta maxima,Pitta maxima,Pitta maxima,,,
Pitta megarhyncha,Pitta megarhyncha,Pitta megarhyncha,Pitta megarhyncha,,,
Pitta moluccensis,Pitta moluccensis,Pitta moluccensis,Pitta moluccensis,,,
Pitta nympha,Pitta nympha,Pitta nympha,Pitta nympha,,,
Pitta reichenowi,Pitta reichenowi,,,,,
Pitta sordida,Pitta sordida,Pitta sordida,Pitta sordida,,,
Pitta steerii,Pitta steerii,Pitta steerii,Pitta steerii,,,
Pitta superba,Pitta superba,,,,,
Pitta versicolor,Pitta versicolor,Pitta versicolor,Pitta versicolor,,,
Pittasoma michleri,Pittasoma michleri,,,,,
Pittasoma rufopileatum,Pittasoma rufopileatum,Pittasoma rufopileatum,Pittasoma rufopileatum,,,
Pityriasis gymnocephala,Pityriasis gymnocephala,Pityriasis gymnocephala,Pityriasis gymnocephala,,,
Platalea ajaja,Platalea ajaja,,,,,
Platalea alba,Platalea alba,,,,,
Platalea flavipes,Platalea flavipes,,,,,
Platalea leucorodia,Platalea leucorodia,,,,,
Platalea minor,Platalea minor,,,,,
Platalea regia,Platalea regia,,,,,
Platycercus adscitus,Platycercus adscitus,,,,,
Platycercus caledonicus,Platycercus caledonicus,,,,,
Platycercus elegans,Platycercus elegans,,,,,
Platycercus eximius,Platycercus eximius,,,,,
Platycercus icterotis,Platycercus icterotis,,,,,
Platycercus venustus,Platycercus venustus,,,,,
Platylophus galericulatus,Platylophus galericulatus,,,,,
Platyrinchus cancrominus,Platyrinchus cancrominus,,,,,
Platyrinchus coronatus,Platyrinchus coronatus,Platyrinchus coronatus,Platyrinchus coronatus,,,
Platyrinchus flavigularis,Platyrinchus flavigularis,,,,,
Platyrinchus leucoryphus,Platyrinchus leucoryphus,Platyrinchus leucoryphus,Platyrinchus leucoryphus,,,
Platyrinchus mystaceus,Platyrinchus mystaceus,Platyrinchus mystaceus,Platyrinchus mystaceus,,,
Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,,,
Platyrinchus saturatus,Platyrinchus saturatus,,,,,
Platysmurus leucopterus,Platysmurus leucopterus,Platysmurus leucopterus,Platysmurus leucopterus,Platysmurus aterrimus, Platysmurus leucopterus aterrimus,
Platyspiza crassirostris,Platyspiza crassirostris,,,,,
Platysteira albifrons,Platysteira albifrons,,,,,
Platysteira blissetti,Platysteira blissetti,Platysteira blissetti,Dyaphorophyia blissetti,Platysteira blissetti,,
Platysteira chalybea,Platysteira chalybea,,,,,
Platysteira concreta,Platysteira concreta,Platysteira concreta,Platysteira concreta,,,
Platysteira cyanea,Platysteira cyanea,Platysteira cyanea,Platysteira cyanea,,,
Platysteira jamesoni,Platysteira jamesoni,Platysteira jamesoni,Dyaphorophyia jamesoni,Platysteira jamesoni,,
Platysteira laticincta,Platysteira laticincta,,,,,
Platysteira peltata,Platysteira peltata,Platysteira peltata,Platysteira peltata,,,
Platysteira tonsa,Platysteira tonsa,,,,,
Plectorhyncha lanceolata,Plectorhyncha lanceolata,Plectorhyncha lanceolata,Plectorhyncha lanceolata,,,
Plectrophenax hyperboreus,Plectrophenax hyperboreus,,,,,
Plectrophenax nivalis,Plectrophenax nivalis,Plectrophenax nivalis,Plectrophenax nivalis,,,
Plectropterus gambensis,Plectropterus gambensis,,,,,
Plegadis chihi,Plegadis chihi,,,,,
Plegadis falcinellus,Plegadis falcinellus,,,,,
Plegadis ridgwayi,Plegadis ridgwayi,,,,,
Plocepasser donaldsoni,Plocepasser donaldsoni,,,,,
Plocepasser mahali,Plocepasser mahali,Plocepasser mahali,Plocepasser mahali,,,
Plocepasser rufoscapulatus,Plocepasser rufoscapulatus,,,,,
Plocepasser superciliosus,Plocepasser superciliosus,Plocepasser superciliosus,Plocepasser superciliosus,,,
Ploceus albinucha,Ploceus albinucha,,,,,
Ploceus alienus,Ploceus alienus,,,,,
Ploceus angolensis,Ploceus angolensis,Ploceus angolensis,Ploceus angolensis,,,
Ploceus aurantius,Ploceus aurantius,,,,,
Ploceus aureonucha,Ploceus aureonucha,,,,,
Ploceus badius,Ploceus badius,,,,,
Ploceus baglafecht,Ploceus baglafecht,Ploceus baglafecht,Ploceus baglafecht,,,
Ploceus bannermani,Ploceus bannermani,,,,,
Ploceus batesi,Ploceus batesi,,,,,
Ploceus benghalensis,Ploceus benghalensis,,,,,
Ploceus bertrandi,Ploceus bertrandi,,,,,
Ploceus bicolor,Ploceus bicolor,Ploceus bicolor,Ploceus bicolor,,,
Ploceus bojeri,Ploceus bojeri,,,,,
Ploceus burnieri,Ploceus burnieri,,,,,
Ploceus capensis,Ploceus capensis,Ploceus capensis,Ploceus capensis,,,
Ploceus castaneiceps,Ploceus castaneiceps,,,,,
Ploceus castanops,Ploceus castanops,,,,,
Ploceus cucullatus,Ploceus cucullatus,Ploceus cucullatus,Ploceus cucullatus,,,
Ploceus dichrocephalus,Ploceus dichrocephalus,,,,,
Ploceus dorsomaculatus,Ploceus dorsomaculatus,,,,,
Ploceus flavipes,Ploceus flavipes,,,,,
Ploceus galbula,Ploceus galbula,,,,,
Ploceus golandi,Ploceus golandi,,,,,
Ploceus grandis,Ploceus grandis,,,,,
Ploceus heuglini,Ploceus heuglini,,,,,
Ploceus hypoxanthus,Ploceus hypoxanthus,,,,,
Ploceus insignis,Ploceus insignis,,,,,
Ploceus intermedius,Ploceus intermedius,Ploceus intermedius,Ploceus intermedius,,,
Ploceus jacksoni,Ploceus jacksoni,,,,,
Ploceus katangae,Ploceus katangae,,,,,
Ploceus luteolus,Ploceus luteolus,,,,,
Ploceus manyar,Ploceus manyar,,,,,
Ploceus megarhynchus,Ploceus megarhynchus,,,,,
Ploceus melanocephalus,Ploceus melanocephalus,Ploceus melanocephalus,Ploceus melanocephalus,,,
Ploceus melanogaster,Ploceus melanogaster,,,,,
Ploceus nelicourvi,Ploceus nelicourvi,,,,,
Ploceus nicolli,Ploceus nicolli,,,,,
Ploceus nigerrimus,Ploceus nigerrimus,Ploceus nigerrimus,Ploceus nigerrimus,,,
Ploceus nigricollis,Ploceus nigricollis,,,,,
Ploceus nigrimentus,Ploceus nigrimentus,,,,,
Ploceus ocularis,Ploceus ocularis,Ploceus ocularis,Ploceus ocularis,,,
Ploceus olivaceiceps,Ploceus olivaceiceps,,,,,
Ploceus pelzelni,Ploceus pelzelni,,,,,
Ploceus philippinus,Ploceus philippinus,,,,,
Ploceus preussi,Ploceus preussi,,,,,
Ploceus princeps,Ploceus princeps,,,,,
Ploceus reichardi,Ploceus reichardi,,,,,
Ploceus rubiginosus,Ploceus rubiginosus,,,,,
Ploceus ruweti,Ploceus ruweti,,,,,
Ploceus sakalava,Ploceus sakalava,Ploceus sakalava,Ploceus sakalava,,,
Ploceus sanctithomae,Ploceus sanctithomae,,,,,
Ploceus spekei,Ploceus spekei,Ploceus spekei,Ploceus spekei,,,
Ploceus spekeoides,Ploceus spekeoides,,,,,
Ploceus subaureus,Ploceus subaureus,Ploceus subaureus,Ploceus subaureus,,,
Ploceus subpersonatus,Ploceus subpersonatus,,,,,
Ploceus taeniopterus,Ploceus taeniopterus,,,,,
Ploceus temporalis,Ploceus temporalis,,,,,
Ploceus tricolor,Ploceus tricolor,,,,,
Ploceus velatus,Ploceus velatus,Ploceus velatus,Ploceus velatus,,,
Ploceus vitellinus,Ploceus vitellinus,Ploceus vitellinus,Ploceus vitellinus,,,
Ploceus weynsi,Ploceus weynsi,,,,,
Ploceus xanthops,Ploceus xanthops,,,,,
Ploceus xanthopterus,Ploceus xanthopterus,Ploceus xanthopterus,Ploceus xanthopterus,,,
Pluvialis apricaria,Pluvialis apricaria,,,,,
Pluvialis dominica,Pluvialis dominica,,,,,
Pluvialis fulva,Pluvialis fulva,,,,,
Pluvialis squatarola,Pluvialis squatarola,,,,,
Pluvianellus socialis,Pluvianellus socialis,,,,,
Pluvianus aegyptius,Pluvianus aegyptius,,,,,
Pnoepyga formosana,Pnoepyga formosana,Pnoepyga formosana,Pnoepyga formosana,,,
Pnoepyga immaculata,Pnoepyga immaculata,,,,,
Pnoepyga pusilla,Pnoepyga pusilla,Pnoepyga pusilla,Pnoepyga pusilla,,,
Podargus ocellatus,Podargus ocellatus,,,,,
Podargus papuensis,Podargus papuensis,,,,,
Podargus strigoides,Podargus strigoides,,,,,
Podica senegalensis,Podica senegalensis,,,,,
Podiceps auritus,Podiceps auritus,,,,,
Podiceps cristatus,Podiceps cristatus,,,,,
Podiceps gallardoi,Podiceps gallardoi,,,,,
Podiceps grisegena,Podiceps grisegena,,,,,
Podiceps major,Podiceps major,,,,,
Podiceps nigricollis,Podiceps nigricollis,,,,,
Podiceps occipitalis,Podiceps occipitalis,,,,,
Podiceps taczanowskii,Podiceps taczanowskii,,,,,
Podilymbus podiceps,Podilymbus podiceps,,,,,
Podoces biddulphi,Podoces biddulphi,,,,,
Podoces hendersoni,Podoces hendersoni,,,,,
Podoces panderi,Podoces panderi,,,,,
Podoces pleskei,Podoces pleskei,,,,,
Parus atricapillus,Poecile atricapillus,Poecile atricapillus,Parus atricapillus,Poecile atricapillus,,
Parus carolinensis,Poecile carolinensis,Poecile carolinensis,Parus carolinensis,Poecile carolinensis,,
Parus cinctus,Poecile cinctus,,,,,
Parus davidi,Poecile davidi,,,,,
Parus gambeli,Poecile gambeli,Poecile gambeli,Parus gambeli,Poecile gambeli,,
Parus hudsonicus,Poecile hudsonicus,Poecile hudsonicus,Parus hudsonicus,Poecile hudsonicus,,
Parus hypermelaenus,Poecile hypermelaenus,,,,,
Parus palustris,Poecile palustris,Poecile palustris,Parus palustris,Poecile palustris,,
Parus rufescens,Poecile rufescens,Poecile rufescens,Parus rufescens,Poecile rufescens,,
Parus sclateri,Poecile sclateri,Poecile sclateri,Parus sclateri,Poecile sclateri,,
Parus superciliosus,Poecile superciliosus,,,,,
Poecilodryas albonotata,Poecilodryas albonotata,Poecilodryas albonotata,Poecilodryas albonotata,,,
Poecilodryas brachyura,Poecilodryas brachyura,,,,,
Poecilodryas cerviniventris,Poecilodryas cerviniventris,,,,,
Poecilodryas hypoleuca,Poecilodryas hypoleuca,Poecilodryas hypoleuca,Poecilodryas hypoleuca,,,
Poecilodryas placens,Poecilodryas placens,,,,,
Poecilodryas superciliosa,Poecilodryas superciliosa,Poecilodryas superciliosa,Poecilodryas superciliosa,,,
Tangara cabanisi,Poecilostreptus cabanisi,,,,,
Tangara palmeri,Poecilostreptus palmeri,,,,,
Poecilotriccus albifacies,Poecilotriccus albifacies,,,,,
Poecilotriccus calopterus,Poecilotriccus calopterus,Poecilotriccus calopterus,Todirostrum calopterum,Poecilotriccus calopterus,,
Poecilotriccus capitalis,Poecilotriccus capitalis,Poecilotriccus capitalis,Poecilotriccus capitalis,,,
Poecilotriccus fumifrons,Poecilotriccus fumifrons,Poecilotriccus fumifrons,Todirostrum fumifrons,Poecilotriccus fumifrons,,
Poecilotriccus latirostris,Poecilotriccus latirostris,Poecilotriccus latirostris,Poecilotriccus latirostris,,,
Poecilotriccus luluae,Poecilotriccus luluae,Poecilotriccus luluae,Poecilotriccus luluae,,,
Poecilotriccus plumbeiceps,Poecilotriccus plumbeiceps,Poecilotriccus plumbeiceps,Poecilotriccus plumbeiceps,,,
Poecilotriccus pulchellus,Poecilotriccus pulchellus,,,,,
Poecilotriccus ruficeps,Poecilotriccus ruficeps,Poecilotriccus ruficeps,Poecilotriccus ruficeps,,,
Poecilotriccus russatus,Poecilotriccus russatus,Poecilotriccus russatus,Poecilotriccus russatus,,,
Poecilotriccus senex,Poecilotriccus senex,,,,,
Poecilotriccus sylvia,Poecilotriccus sylvia,Poecilotriccus sylvia,Poecilotriccus sylvia,,,
Poeoptera kenricki,Poeoptera kenricki,,,,,
Poeoptera lugubris,Poeoptera lugubris,,,,,
Poeoptera stuhlmanni,Poeoptera stuhlmanni,,,,,
Poephila acuticauda,Poephila acuticauda,,,,,
Poephila cincta,Poephila cincta,,,,,
Poephila personata,Poephila personata,,,,,
Pogoniulus atroflavus,Pogoniulus atroflavus,,,,,
Pogoniulus chrysoconus,Pogoniulus chrysoconus,,,,,
Pogoniulus coryphaeus,Pogoniulus coryphaea,,,,,
Pogoniulus leucomystax,Pogoniulus leucomystax,,,,,
Pogoniulus pusillus,Pogoniulus pusillus,,,,,
Pogoniulus scolopaceus,Pogoniulus scolopaceus,,,,,
Pogoniulus simplex,Pogoniulus simplex,,,,,
Pogoniulus subsulphureus,Pogoniulus subsulphureus,,,,,
Pogonocichla stellata,Pogonocichla stellata,Pogonocichla stellata,Pogonocichla stellata,,,
Poicephalus crassus,Poicephalus crassus,,,,,
Poicephalus cryptoxanthus,Poicephalus cryptoxanthus,,,,,
Poicephalus flavifrons,Poicephalus flavifrons,,,,,
Poicephalus gulielmi,Poicephalus gulielmi,,,,,
Poicephalus meyeri,Poicephalus meyeri,,,,,
Poicephalus rueppellii,Poicephalus rueppellii,,,,,
Poicephalus rufiventris,Poicephalus rufiventris,,,,,
Poicephalus senegalus,Poicephalus senegalus,,,,,
Phalacrocorax gaimardi,Poikilocarbo gaimardi,,,,,
Polemaetus bellicosus,Polemaetus bellicosus,,,,,
Polihierax semitorquatus,Polihierax semitorquatus,,,,,
Poliocephalus poliocephalus,Poliocephalus poliocephalus,,,,,
Poliocephalus rufopectus,Poliocephalus rufopectus,,,,,
Myrmeciza exsul,Poliocrania exsul,Myrmeciza exsul,Poliocrania exsul,,,
Poliolais lopezi,Poliolais lopezi,,,,,
Porzana cinerea,Poliolimnas cinereus,,,,,
Polioptila caerulea,Polioptila caerulea,Polioptila caerulea,Polioptila caerulea,,,
Polioptila californica,Polioptila californica,,,,,
Polioptila clementsi,Polioptila clementsi,,,,,
Polioptila dumicola,Polioptila dumicola,Polioptila dumicola,Polioptila dumicola,,,
Polioptila lactea,Polioptila lactea,,,,,
Polioptila lembeyei,Polioptila lembeyei,,,,,
Polioptila melanura,Polioptila melanura,Polioptila melanura,Polioptila melanura,,,
Polioptila nigriceps,Polioptila nigriceps,,,,,
Polioptila schistaceigula,Polioptila schistaceigula,Polioptila schistaceigula,Polioptila schistaceigula,,,
Polyboroides radiatus,Polyboroides radiatus,,,,,
Polyboroides typus,Polyboroides typus,,,,,
Amazilia amabilis,Polyerata amabilis,,,,,
Amazilia decora,Polyerata decora,,,,,
Amazilia rosenbergi,Polyerata rosenbergi,,,,,
Polyonymus caroli,Polyonymus caroli,,,,,
Polyplectron bicalcaratum,Polyplectron bicalcaratum,,,,,
Polyplectron chalcurum,Polyplectron chalcurum,,,,,
Polyplectron germaini,Polyplectron germaini,,,,,
Polyplectron inopinatum,Polyplectron inopinatum,,,,,
Polyplectron katsumatae,Polyplectron katsumatae,,,,,
Polyplectron malacense,Polyplectron malacense,,,,,
Polyplectron napoleonis,Polyplectron napoleonis,,,,,
Polyplectron schleiermacheri,Polyplectron schleiermacheri,,,,,
Polysticta stelleri,Polysticta stelleri,,,,,
Polystictus pectoralis,Polystictus pectoralis,Polystictus pectoralis,Sylvia pectoralis,Polystictus pectoralis,,
Polystictus superciliaris,Polystictus superciliaris,Polystictus superciliaris,Polystictus superciliaris,,,
Polytelis alexandrae,Polytelis alexandrae,,,,,
Polytelis anthopeplus,Polytelis anthopeplus,,,,,
Polytelis swainsonii,Polytelis swainsonii,,,,,
Polytmus guainumbi,Polytmus guainumbi,,,,,
Polytmus milleri,Polytmus milleri,,,,,
Polytmus theresiae,Polytmus theresiae,,,,,
Pomarea dimidiata,Pomarea dimidiata,,,,,
Pomarea nigra,Pomarea nigra,,,,,
Pomarea whitneyi,Pomarea whitneyi,,,,,
Pomatorhinus ferruginosus,Pomatorhinus ferruginosus,,,,,
Pomatorhinus horsfieldii,Pomatorhinus horsfieldii,Pomatorhinus horsfieldii,Pomatorhinus horsfieldii,,,
Pomatorhinus melanurus,Pomatorhinus melanurus,Pomatorhinus melanurus,Pomatorhinus melanurus,,,
Pomatorhinus montanus,Pomatorhinus montanus,Pomatorhinus bornensis,,,,
Pomatorhinus musicus,Pomatorhinus musicus,Pomatorhinus musicus,Pomatorhinus musicus,,,
Pomatorhinus ochraceiceps,Pomatorhinus ochraceiceps,,,,,
Pomatorhinus ruficollis,Pomatorhinus ruficollis,Pomatorhinus ruficollis,Pomatorhinus ruficollis,,,
Pomatorhinus schisticeps,Pomatorhinus schisticeps,,,,,
Xiphirhynchus superciliaris,Pomatorhinus superciliaris,Pomatorhinus superciliaris,Xiphirhynchus superciliaris,Pomatorhinus superciliaris,,
Pomatostomus halli,Pomatostomus halli,,,,,
Pomatostomus isidorei,Pomatostomus isidorei,,,,,
Pomatostomus ruficeps,Pomatostomus ruficeps,,,,,
Pomatostomus superciliosus,Pomatostomus superciliosus,Pomatostomus superciliosus,Pomatostomus superciliosus,,,
Pomatostomus temporalis,Pomatostomus temporalis,Pomatostomus temporalis,Pomatostomus temporalis,,,
Megalurus albolimbatus,Poodytes albolimbatus,,,,,
Eremiornis carteri,Poodytes carteri,,,,,
Megalurus gramineus,Poodytes gramineus,Megalurus gramineus,,,,
Pooecetes gramineus,Pooecetes gramineus,Pooecetes gramineus,Fringilla graminea,Pooecetes gramineus,,
Compsospiza baeri,Poospiza baeri,,,,,
Poospiza boliviana,Poospiza boliviana,,,,,
Compsospiza garleppi,Poospiza garleppi,,,,,
Hemispingus goeringi,Poospiza goeringi,,,,,
Poospiza hispaniolensis,Poospiza hispaniolensis,Poospiza hispaniolensis,Poospiza hispaniolensis,,,
Poospiza nigrorufa,Poospiza nigrorufa,Poospiza nigrorufa,Poospiza nigrorufa,,,
Poospiza ornata,Poospiza ornata,,,,,
Poospiza rubecula,Poospiza rubecula,,,,,
Hemispingus rufosuperciliaris,Poospiza rufosuperciliaris,,,,,
Poospiza whitii,Poospiza whitii,,,,,
Poospiza caesar,Poospizopsis caesar,,,,,
Poospiza hypochondria,Poospizopsis hypochondria,,,,,
Porphyrio alleni,Porphyrio alleni,,,,,
Porphyrio flavirostris,Porphyrio flavirostris,,,,,
Porphyrio hochstetteri,Porphyrio hochstetteri,,,,,
Porphyrio martinica,Porphyrio martinica,,,,,
Gallinula melanops,Porphyriops melanops,,,,,
Porphyrolaema porphyrolaema,Porphyrolaema porphyrolaema,,,,,
Porzana carolina,Porzana carolina,,,,,
Porzana fluminea,Porzana fluminea,,,,,
Porzana porzana,Porzana porzana,,,,,
Porzana spiloptera,Porzana spiloptera,,,,,
Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex brunnescens,,,
Premnoplex tatei,Premnoplex tatei,,,,,
Premnornis guttuligera,Premnornis guttuliger,Premnornis guttuliger,Premnornis guttuliger,,,
Primolius auricollis,Primolius auricollis,,,,,
Primolius couloni,Primolius couloni,,,,,
Primolius maracana,Primolius maracana,,,,,
Prinia bairdii,Prinia bairdii,,,,,
Prinia buchanani,Prinia buchanani,,,,,
Prinia cinereocapilla,Prinia cinereocapilla,,,,,
Heliolais erythropterus,Prinia erythroptera,Heliolais erythropterus,Prinia erythroptera,Heliolais erythropterus,,
Prinia familiaris,Prinia familiaris,,,,,
Prinia flavicans,Prinia flavicans,Prinia flavicans,Prinia flavicans,,,
Prinia flaviventris,Prinia flaviventris,Prinia flaviventris,Orthotomus flaviventris,Prinia flaviventris,,
Prinia fluviatilis,Prinia fluviatilis,,,,,
Prinia hodgsonii,Prinia hodgsonii,Prinia hodgsonii,Prinia hodgsonii,,,
Prinia hypoxantha,Prinia hypoxantha,Prinia hypoxantha,Prinia hypoxantha,,,
Prinia inornata,Prinia inornata,Prinia inornata,Prinia inornata,,,
Prinia maculosa,Prinia maculosa,Prinia maculosa,Prinia maculosa,,,
Prinia molleri,Prinia molleri,,,,,
Prinia rufescens,Prinia rufescens,Prinia rufescens,Prinia rufescens,,,
Spiloptila rufifrons,Prinia rufifrons,Urorhipis rufifrons,Prinia rufifrons,Urorhipis rufifrons,,
Prinia socialis,Prinia socialis,Prinia socialis,Prinia socialis,,,
Prinia somalica,Prinia somalica,Prinia somalica,Prinia somalica,,,
Prinia subflava,Prinia subflava,Prinia subflava,Prinia subflava,,,
Prinia sylvatica,Prinia sylvatica,Prinia sylvatica,Prinia sylvatica,,,
Prioniturus flavicans,Prioniturus flavicans,,,,,
Prioniturus luconensis,Prioniturus luconensis,,,,,
Prioniturus mada,Prioniturus mada,,,,,
Prioniturus montanus,Prioniturus montanus,,,,,
Prioniturus platenae,Prioniturus platenae,,,,,
Prioniturus platurus,Prioniturus platurus,,,,,
Prioniturus verticalis,Prioniturus verticalis,,,,,
Prioniturus waterstradti,Prioniturus waterstradti,,,,,
Prionochilus maculatus,Prionochilus maculatus,Prionochilus maculatus,Prionochilus maculatus,,,
Prionochilus olivaceus,Prionochilus olivaceus,,,,,
Prionochilus percussus,Prionochilus percussus,,,,,
Prionochilus plateni,Prionochilus plateni,,,,,
Prionochilus thoracicus,Prionochilus thoracicus,,,,,
Prionochilus xanthopygius,Prionochilus xanthopygius,,,,,
Prionops alberti,Prionops alberti,,,,,
Prionops caniceps,Prionops caniceps,,,,,
Prionops gabela,Prionops gabela,,,,,
Prionops plumatus,Prionops plumatus,,,,,
Prionops poliolophus,Prionops poliolophus,,,,,
Prionops retzii,Prionops retzii,,,,,
Prionops rufiventris,Prionops rufiventris,,,,,
Prionops scopifrons,Prionops scopifrons,,,,,
Priotelus roseigaster,Priotelus roseigaster,,,,,
Priotelus temnurus,Priotelus temnurus,,,,,
Probosciger aterrimus,Probosciger aterrimus,,,,,
Carpodacus nipalensis,Procarduelis nipalensis,,,,,
Procellaria aequinoctialis,Procellaria aequinoctialis,,,,,
Procellaria cinerea,Procellaria cinerea,,,,,
Procellaria conspicillata,Procellaria conspicillata,,,,,
Procellaria parkinsoni,Procellaria parkinsoni,,,,,
Procellaria westlandica,Procellaria westlandica,,,,,
Procnias albus,Procnias albus,Procnias albus,Ampelis alba,Procnias albus,,
Procnias averano,Procnias averano,Procnias averano,Procnias averano,,,
Procnias nudicollis,Procnias nudicollis,Procnias nudicollis,Procnias nudicollis,,,
Procnias tricarunculatus,Procnias tricarunculatus,Procnias tricarunculatus,Procnias tricarunculatus,,,
Prodotiscus insignis,Prodotiscus insignis,,,,,
Prodotiscus regulus,Prodotiscus regulus,,,,,
Prodotiscus zambesiae,Prodotiscus zambesiae,,,,,
Progne chalybea,Progne chalybea,Progne chalybea,Hirundo chalybea,Progne chalybea,,
